"URL","Language","Title","Has Alert","H2","Breadcrumb LVL2 Name","Breadcrumb LVL2 URL","Breadcrumb LVL3 Name","Breadcrumb LVL3 URL","Breadcrumb LVL4 Name","Breadcrumb LVL4 URL","Last Modified","Last Crawled","Author","dcterms.subject","dcterms.audience","dcterms.type","desc"
"https://travel.gc.ca/assistance/embassies-consulates/denmark","en","Embassies and consulates | Denmark","false",,"Travel","/","Assistance abroad","/assistance","Embassies and consulates","/assistance/embassies-consulates","2020-03-27T00:00:00Z","2020-03-31T02:52:28.987Z",,"Travel",,,"Embassies and consulates for the Government of Canada."
"https://www.canada.ca/en/services/benefits.html","en","Benefits","false","Promotions; Most requested; Services and information; Features",,,,,,,"2020-03-27T00:00:00Z","2020-03-31T02:52:39.553Z","Employment and Social Development Canada","EC Economics and Industry; Benefits","general public","navigation page - theme landing page","Includes Employment Insurance, pensions and benefits for housing, education, training, family and people with disabilities."
"https://www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/guaranteed-income-supplement.html","en","Guaranteed Income Supplement - Overview","false","Please read our latest notice:; 1. Overview; Guides and help; Related services and information","Benefits","/en/services/benefits.html","Public pensions","/en/services/benefits/publicpensions.html","Canada Pension Plan - Overview","/en/services/benefits/publicpensions/cpp.html","2020-03-27T00:00:00Z","2020-03-31T02:51:41.612Z","Employment and Social Development Canada","PR Processes; Programs",,"program descriptions","Old Age Security"
"https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship/resume-canadian-citizenship/apply.html","en","Resume Canadian citizenship: How to apply","true","Get the application package; Pay your application fees; Submit your application","Immigration and citizenship","/en/services/immigration-citizenship.html","Canadian citizenship","/en/immigration-refugees-citizenship/services/canadian-citizenship.html","Resume citizenship","/en/immigration-refugees-citizenship/services/canadian-citizenship/resume-canadian-citizenship.html","2020-03-27T00:00:00Z","2020-03-31T02:53:28.244Z","Immigration, Refugees and Citizenship Canada","Citizenship; Canadian citizen; Resumption of citizenship","general public","service description","Resume Canadian citizenship: How to apply"
"https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/family-sponsorship/sponsor-parents-grandparents/tell-us-you-want-sponsor-parent-grandparent.html","en","Sponsor your parents and grandparents: Submit the interest to sponsor form","false","The interest to sponsor form 2019 is closed right now","Immigration and citizenship","/en/services/immigration-citizenship.html","Immigrate to Canada","/en/immigration-refugees-citizenship/services/immigrate-canada.html","Sponsor your family members to immigrate to Canada","/en/immigration-refugees-citizenship/services/immigrate-canada/family-sponsorship.html","2020-03-27T00:00:00Z","2020-03-31T02:53:29.199Z","Immigration, Refugees and Citizenship Canada","GV Government and Politics; Policy; Immigration policy","general public","service description","Tell us you want to sponsor your parents or grandparents by submitting an online interest to sponsor form."
"https://www.canada.ca/en/financial-consumer-agency/services/financial-toolkit/taxes-quebec/taxes-quebec-1/3.html","en","9.1.2 Taxation rights and responsibilities","false","Tip","Money and finances","/en/services/finance.html","Financial literacy programs","/en/financial-consumer-agency/services/financial-literacy-programs.html","Your Financial Toolkit","/en/financial-consumer-agency/services/financial-toolkit.html","2020-03-27T00:00:00Z","2020-03-31T02:53:35.983Z","Financial Consumer Agency of Canada",,"general public","education and awareness","Understand your rights and responsibilities as a taxpayer in Canada and Quebec."
"https://www.canada.ca/en/environment-climate-change/services/national-wildlife-areas/locations/st-clair.html","en","St. Clair National Wildlife Area","true","Notice; Description; Planning your visit; Map of the Area; Summary Table; Related links; Contact information","Environment and natural resources","/en/services/environment.html","Wildlife, plants and species","/en/services/environment/wildlife-plants-species.html","Wildlife and habitat conservation","/en/services/environment/wildlife-plants-species/wildlife-habitat-conservation.html","2020-03-27T00:00:00Z","2020-03-31T03:10:07.341Z","Environment and Climate Change Canada",,"general public","program descriptions","Description of St. Clair National Wildlife Area including a location map and photographs."
"https://www.canada.ca/en/department-finance/news/2020/03/additional-support-for-canadian-businesses-from-the-economic-impact-of-covid-19.html","en","Additional Support for Canadian Businesses from the Economic Impact of COVID-19","false","Backgrounder; On this page; Deferral of Sales Tax Remittance and Customs Duty Payments; Deferral of Customs Duty and Sales Tax for Importers; New Loan Programs for Businesses; Canada Revenue Agency’s Additional Measures for Individuals and Businesses","Department of Finance Canada","/en/department-finance.html","News","/en/department-finance/news.html",,,"2020-03-27T00:00:00Z","2020-03-31T03:10:16.702Z","Department of Finance Canada","EC Economics and Industry; Finance; Public finance","general public","backgrounders","These measures are a part of the Government of Canada’s COVID-19 Economic Response Plan, which provides direct support and tax deferrals to Canadian workers and businesses to help them in these difficult times."
"https://www.canada.ca/en/environment-climate-change/services/migratory-bird-sanctuaries/locations/last-mountain-lake.html","en","Last Mountain Lake Migratory Bird Sanctuary","true","Notice; Importance of the sanctuary: migratory birds and other wildlife; History; Landscape; Map of the area; Planning your visit; Key facts about Last Mountain Lake Migratory Bird Sanctuary; Related links; Contact information","Environment and natural resources","/en/services/environment.html","Wildlife, plants and species","/en/services/environment/wildlife-plants-species.html","Wildlife and habitat conservation","/en/services/environment/wildlife-plants-species/wildlife-habitat-conservation.html","2020-03-27T00:00:00Z","2020-03-31T03:10:28.342Z","Environment and Climate Change Canada",,"general public","program descriptions; education and awareness","Last Mountain Lake Migratory Bird Sanctuary (MBS) is situated 165 km southeast of Saskatoon, Saskatchewan. The MBS includes 4736 hectares of the north end of a large natural lake (Last Mountain Lake) and some of the adjacent uplands. It is within the Last Mountain Lake National Wildlife Area (NWA) and located in the Moist Mixed-grass Prairie ecoregion of Saskatchewan."
"https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/apply.html","en","Study permit: How to apply","true","New applicants are strongly encouraged to apply online; Get your documents ready; You need to give your biometrics; 1. Apply for your visitor visa, study permit or work permit; 2. Get your fingerprints and photo taken; 3. We process your application; 4. We make a decision on your application; 5. You travel to Canada (if you’re approved); 6. We check your identity when you arrive in Canada; 7. You’re allowed to enter Canada; How to apply; Get the instructions; Apply online from outside Canada; Apply on paper from outside Canada; Apply online from inside Canada; You need to apply as though you’re outside Canada; Apply at a port of entry; You can’t apply at a port of entry","Immigration and citizenship","/en/services/immigration-citizenship.html","Study in Canada as an international student","/en/immigration-refugees-citizenship/services/study-canada.html","Study permit: About the process","/en/immigration-refugees-citizenship/services/study-canada/study-permit.html","2020-03-27T00:00:00Z","2020-03-31T02:54:27.656Z","Immigration, Refugees and Citizenship Canada","Foreign students; Study permit; Applications; Educational institutions","general public","service initiation","Study permit: How to apply"
"https://www.canada.ca/en/financial-consumer-agency/services/financial-toolkit/taxes/taxes-4/2.html","en","8.4.1 Getting organized","false","Tip","Money and finances","/en/services/finance.html","Financial literacy programs","/en/financial-consumer-agency/services/financial-literacy-programs.html","Your Financial Toolkit","/en/financial-consumer-agency/services/financial-toolkit.html","2020-03-27T00:00:00Z","2020-03-31T02:54:11.211Z","Financial Consumer Agency of Canada",,"general public","education and awareness","Discover simple steps to get organized when it's time to file your taxes."
"https://www.justice.gc.ca/eng/cv/author.html","en","Provincial, territorial and local health authorities - Resources for Justice employees: Coronavirus Disease (COVID-19)","false","Yukon; Northwest Territories; Nunavut; British Columbia; Alberta; Saskatchewan; Manitoba; Ontario; Québec; New Brunswick; Prince Edward Island; Nova Scotia; Newfoundland and Labrador","Contact Us","/eng/contact/index.html","COVID-19","/eng/cv/index.html",,,"2020-03-27T00:00:00Z","2020-03-31T03:14:44.127Z",,"justice, law, judicial system, legal system, legislation, statute, act, regulation, legislative process, amendment, canadian government",,,"Department of Justice Canada’s Internet site"
"https://www.nrcan.gc.ca/science-data/national-non-destructive-testing-certification-body/22056","en","National Non-Destructive Testing Certification Body | Natural Resources Canada","true","NRCan NDTCB response to COVID-19 situation; About the NRCan National Non-Destructive Testing Certification Body; Non-destructive testing certification; X-ray fluorescence analyzer operator certification; Exposure device operator certification; Directory of certified personnel; NDT Certification Body forms and guides; Contacting the NDT Certification Body; Additional Resources:","Science and Data","https://www.nrcan.gc.ca/science-and-data/21444",,,,,"2020-03-27T00:00:00Z","2020-03-31T03:14:45.246Z",,,,,
"https://www.canada.ca/en/competition-bureau/news/2020/03/competition-bureau-issues-report-outlining-competition-concerns-with-air-canadas-proposed-acquisition-of-transat.html","en","Competition Bureau issues report outlining competition concerns with Air Canada's proposed acquisition of Transat","false","News release; Quick facts; Related products; Associated links; Contacts","Competition Bureau Canada","/en/competition-bureau.html",,,,,"2020-03-27T00:00:00Z","2020-03-31T03:13:02.131Z","Competition Bureau Canada","TR Transport; Airlines","business; employers; general public; government; media","news releases","Competition Bureau issues report outlining competition concerns with Air Canada’s proposed acquisition of Transat"
"https://www.canada.ca/en/administrative-tribunals-support-service/transparency.html","en","Transparency","false",,"Administrative Tribunals Support Service of Canada","/en/administrative-tribunals-support-service.html",,,,,"2020-03-27T00:00:00Z","2020-03-31T03:13:04.945Z","Administrative Tribunals Support Service of Canada",,,,"Completed access to information requests, Partial Info Source Chapter"
"https://www.pc.gc.ca/en/pn-np/nu/auyuittuq/securite-safety","en","Visitor safety - Auyuittuq National Park","true","Visitor safety","National Parks","/en/pn-np","Auyuittuq National Park","/en/pn-np/nu/auyuittuq",,,"2020-03-27T00:00:00Z","2020-03-31T03:15:12.428Z",,"Parks Canada",,,"We rarely head out for an outdoor adventure with the expectation that something will go wrong, and most times everything will go right. However, sometimes the unexpected happens and when it does, it's important that you are well informed and well prepared to minimize the negative impact of unfortunate circumstances."
"https://www.pc.gc.ca/en/pn-np/on/1000/visit/covid-19-info","en","COVID-19 measures at Thousand Islands National Park - Thousand Islands National Park","false","COVID-19 measures at Thousand Islands National Park","National Parks","/en/pn-np","Thousand Islands National Park","/en/pn-np/on/1000","Plan your visit","/en/pn-np/on/1000/visit","2020-03-27T00:00:00Z","2020-03-31T03:15:13.853Z",,"Parks Canada",,,"Learn how COVID-19 may affect your visit."
"https://www.pc.gc.ca/en/pn-np/on/rouge/visit/covid-19-info","en","Coronavirus (COVID-19) and your visit to Rouge National Urban Park - Rouge National Urban Park","false","Coronavirus (COVID-19) and your visit to Rouge National Urban Park","National Parks","/en/pn-np","Rouge National Urban Park","/en/pn-np/on/rouge","Plan your visit","/en/pn-np/on/rouge/visit","2020-03-27T00:00:00Z","2020-03-31T03:15:15.773Z",,"Parks Canada",,,"Learn how COVID-19 may affect your visit."
"https://www.pc.gc.ca/en/lhn-nhs/qc/cartierbrebeuf","en","Cartier-Brébeuf National Historic Site","false",,"National Historic Sites","/en/lhn-nhs",,,,,"2020-03-27T00:00:00Z","2020-03-31T03:14:54.902Z",,"Parks Canada",,,"Cartier-Brébeuf National Historic Site commemorates the period in 1535-1536 when Jacques Cartier and his shipmates wintered near the Iroquoian village of Stadacona. The site also bears witness to the first residence of the Jesuit missionaries, established in Québec in 1625-1626. Located on the north shore of the Saint-Charles River in the heart of Québec, the site is a magnificent urban park offering countless opportunities for leisure and discovery."
"https://www.pc.gc.ca/en/lhn-nhs/qc/levis/visit/covid-19-info","en","Coronavirus (COVID-19) and your visit to Lévis Forts National Historic Site - Lévis Forts National Historic Site","false","Coronavirus (COVID-19) and your visit to Lévis Forts National Historic Site","National Historic Sites","/en/lhn-nhs","Lévis Forts National Historic Site","/en/lhn-nhs/qc/levis","Plan your visit","/en/lhn-nhs/qc/levis/visit","2020-03-27T00:00:00Z","2020-03-31T03:14:55.787Z",,"Parks Canada",,,"Learn how COVID-19 may affect your visit."
"https://www.pc.gc.ca/en/voyage-travel/securite-safety/covid-19-info/covid-19-faq","en","Temporary closure of Parks Canada places - Plan your visit","false","Temporary closure of Parks Canada places","Plan your visit","/en/voyage-travel","Visitor safety","/en/voyage-travel/securite-safety","Coronavirus disease (COVID-19)","/en/voyage-travel/securite-safety/covid-19-info","2020-03-27T00:00:00Z","2020-03-31T03:15:19.377Z",,"Parks Canada",,,
"https://travel.gc.ca/destinations/new-zealand","en","Travel advice and advisories for New Zealand","true","Official Global Travel Advisory; Risk level(s); Safety and security; Entry/exit requirements; Health; Laws & culture; Natural disasters & climate; Assistance","Travel","/","Destinations","/destinations",,,"2020-03-26T00:00:00Z","2020-03-31T06:00:16.595Z",,"Travel",,,"Travel Advice and Advisories from the Government of Canada for New Zealand"
"https://www.canada.ca/en/public-health/services/publications/diseases-conditions/covid-19-how-to-isolate-at-home.html","en","Coronavirus disease (COVID-19): How to isolate at home when you have COVID-19","false","Limit contact with others; Keep your hands clean; Avoid contaminating common items and surfaces; Care for yourself; Supplies to have at home when isolating","Health","/en/services/health.html","Diseases and conditions","/en/public-health/services/diseases.html","Coronavirus disease (COVID-19)","/en/public-health/services/diseases/coronavirus-disease-covid-19.html","2020-03-26T00:00:00Z","2020-03-31T06:00:00.057Z","Public Health Agency of Canada",,,"education and awareness","Isolation means staying at home when you are sick with COVID-19. Avoid contact with others to help prevent its spread. Take the following steps if you have been diagnosed with COVID-19."
"https://www.canada.ca/en/health-canada/services/drugs-health-products/medeffect-canada/health-product-infowatch/march-2020.html","en","Health Product InfoWatch, March 2020","false","Contents; Health products mentioned in this issue; Announcements; Monthly recap of health product safety information; New health product safety information; Scope; Helpful links; Suggestions?; Copyright","Departments and agencies","/en/government/dept.html","Health Canada","/en/health-canada.html","Drugs and Health Products","/en/health-canada/services/drugs-health-products.html","2020-03-26T00:00:00Z","2020-03-31T06:36:41.558Z","Health Canada",,,"education and awareness","Provides clinically relevant safety information on pharmaceuticals, biologics, medical devices and natural health products for health care professionals."
"https://www.canada.ca/en/services/benefits/ei/ei-sickness/apply.html","en","EI Sickness Benefit - Apply","false","Please read our latest notice:; To complete your application, you must do the following:; Gather supporting documents; Complete the online application; Provide supporting documents; A benefit statement and access code will arrive by mail; Review your application status","Benefits","/en/services/benefits.html","Employment Insurance benefits","/en/services/benefits/ei.html","EI sickness benefits: What these benefits offer","/en/services/benefits/ei/ei-sickness.html","2020-03-26T00:00:00Z","2020-03-31T06:40:03.247Z","Employment and Social Development Canada","PR Processes; Programs",,"program descriptions","Employment Insurance"
"https://www.pc.gc.ca/en/pn-np/qc/mauricie/securite-safety","en","Visitor safety - La Mauricie National Park","true","Visitor safety","National Parks","/en/pn-np","La Mauricie National Park","/en/pn-np/qc/mauricie",,,"2020-03-26T00:00:00Z","2020-03-31T06:46:16.820Z",,"Parks Canada",,,"This page provides links to visitor safety information at La Mauricie National Park."
"https://www.pc.gc.ca/en/pn-np/on/bruce/visit/covid-19-info","en","Coronavirus (COVID-19) and your visit to Bruce Peninsula National Park - Bruce Peninsula National Park","false","Coronavirus (COVID-19) and your visit to Bruce Peninsula National Park","National Parks","/en/pn-np","Bruce Peninsula National Park","/en/pn-np/on/bruce","Plan your visit","/en/pn-np/on/bruce/visit","2020-03-26T00:00:00Z","2020-03-31T06:46:17.310Z",,"Parks Canada",,,"Learn how COVID-19 may affect your visit."
"https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms/provincial-territorial-resources-covid-19.html","en","Provincial and territorial resources for COVID-19","false",,"Health","/en/services/health.html","Diseases and conditions","/en/public-health/services/diseases.html","Coronavirus disease (COVID-19)","/en/public-health/services/diseases/coronavirus-disease-covid-19.html","2020-03-26T00:00:00Z","2020-03-31T06:38:11.150Z","Public Health Agency of Canada",,,"education and awareness; contact us","Canadian provincial and territorial telephone numbers and social media platforms (Instagram, Facebook and Twitter) for those having questions or wanting to stay informed on COVID-19."
"https://www.international.gc.ca/country-pays/us-eu/los_angeles.aspx?lang=eng","en","Consulate General of Canada in Los Angeles, United States","true","Coronavirus disease (COVID-19); Our representative; Address; Follow:; Related links; Services and information; General enquiries; Consular services; Trade and investment services; Visa and immigration services","Canada and the world","http://international.gc.ca/world-monde/index.aspx?lang=eng","Information by countries and territories","http://international.gc.ca/world-monde/country-pays/index.aspx?lang=eng","Canada and the United States","https://www.international.gc.ca/country-pays/us-eu/index.aspx?lang=eng","2020-03-26T00:00:00Z","2020-03-31T06:45:42.889Z",,"Foreign affairs, International trade, International development",,,
"https://www.pc.gc.ca/en/lhn-nhs/bc/georgia","en","Gulf of Georgia Cannery National Historic Site","true",,"National Historic Sites","/en/lhn-nhs",,,,,"2020-03-26T00:00:00Z","2020-03-31T06:45:49.346Z",,"Parks Canada",,,"Find information on Canada's National Historic Sites, National Parks, National Marine Conservation Areas and on other cultural and natural heritage related topics."
"https://www.pc.gc.ca/en/lhn-nhs/qc/coteaudulac/visit/covid-19-info","en","Coronavirus (COVID-19) and your visit to Coteau-du-Lac National Historic Site - Coteau-du-Lac National Historic Site","false","Coronavirus (COVID-19) and your visit to Coteau-du-Lac National Historic Site","National Historic Sites","/en/lhn-nhs","Coteau-du-Lac National Historic Site","/en/lhn-nhs/qc/coteaudulac","Plan your visit","/en/lhn-nhs/qc/coteaudulac/visit","2020-03-26T00:00:00Z","2020-03-31T06:45:57.790Z",,"Parks Canada",,,"Learn how COVID-19 may affect your visit."
"https://www.pc.gc.ca/en/lhn-nhs/pe/skmaqn","en","Skmaqn–Port-la-Joye–Fort Amherst National Historic Site","false",,"National Historic Sites","/en/lhn-nhs",,,,,"2020-03-26T00:00:00Z","2020-03-31T06:45:56.499Z",,"Parks Canada",,,"Find information on Skmaqn—Port-la-Joye—Fort Amherst and Canada's other National Historic Sites, National Parks, National Marine Conservation Areas and on other cultural and natural heritage related topics."
"https://www.pc.gc.ca/en/lhn-nhs/qc/fortchambly/visit/covid-19-info","en","Coronavirus (COVID-19) and your visit to Fort Chambly National Historic Site - Fort Chambly National Historic Site","false","Coronavirus (COVID-19) and your visit to Fort Chambly National Historic Site","National Historic Sites","/en/lhn-nhs","Fort Chambly National Historic Site","/en/lhn-nhs/qc/fortchambly","Plan your visit","/en/lhn-nhs/qc/fortchambly/visit","2020-03-26T00:00:00Z","2020-03-31T06:45:59.002Z",,"Parks Canada",,,"Learn how COVID-19 may affect your visit."
"https://www.nrcan.gc.ca/energy-efficiency/energy-efficiency-transportation/electric-vehicle-alternative-fue/applicants/21738","en","Electric Vehicle and Alternative Fuel Infrastructure Deployment Initiative - Successful Applicants – Phase 2 | Natural Resources Canada","false",,"Energy Efficiency","https://www.nrcan.gc.ca/energy-efficiency/10832","Energy efficiency for transportation and alternative fuels","https://www.nrcan.gc.ca/energy-efficiency-transportation-alternative-fuels/20996","Electric Vehicle and Alternative Fuel Infrastructure Deployment Initiative","https://www.nrcan.gc.ca/energy-efficiency/energy-efficiency-transportation/electric-vehicle-alternative-fuels-infrastructure-deployment-initiative/18352","2020-03-26T00:00:00Z","2020-03-31T06:45:46.769Z",,,,,
"https://www.pc.gc.ca/en/pn-np/nb/kouchibouguac/visit","en","Plan your visit - Kouchibouguac National Park","true","Plan your visit","National Parks","/en/pn-np","Kouchibouguac National Park","/en/pn-np/nb/kouchibouguac",,,"2020-03-26T00:00:00Z","2020-03-31T06:46:08.389Z",,"Parks Canada",,,"Golden sand dunes, estuaries brimming with life, warm ocean beaches, Mi’kmaq and Acadian culture, the starry spectacle of a Dark Sky Preserve and snowbound winter activities weave together the compelling tapestry of Kouchibouguac National Park."
"https://www.pc.gc.ca/en/pn-np/nb/kouchibouguac/visit/heures-hours","en","Hours of operation - Kouchibouguac National Park","true","Hours of operation","National Parks","/en/pn-np","Kouchibouguac National Park","/en/pn-np/nb/kouchibouguac","Plan your visit","/en/pn-np/nb/kouchibouguac/visit","2020-03-26T00:00:00Z","2020-03-31T06:46:08.863Z",,"Parks Canada",,,"Information on hours of operation of Park facilities and services"
"https://www.pc.gc.ca/en/pn-np/mb/riding","en","Riding Mountain National Park","false",,"National Parks","/en/pn-np",,,,,"2020-03-26T00:00:00Z","2020-03-31T06:46:06.614Z",,"Parks Canada",,,"This Riding Mountain National Park of Canada page provides links to natural wonders and cultural treasures, visitor information, campground reservations, East Gate National Historic Site, visitor centre, related locations and related links"
"https://www.pc.gc.ca/en/pn-np/bc/gulf/visit/covid-19-info","en","Coronavirus (COVID-19) and your visit to Gulf Islands National Park Reserve - Gulf Islands National Park Reserve","false","Coronavirus (COVID-19) and your visit to Gulf Islands National Park Reserve","National Parks","/en/pn-np","Gulf Islands National Park Reserve","/en/pn-np/bc/gulf","Plan your visit","/en/pn-np/bc/gulf/visit","2020-03-26T00:00:00Z","2020-03-31T06:46:03.980Z",,"Parks Canada",,,"Learn how COVID-19 may affect your visit."
"https://www.pc.gc.ca/en/lhn-nhs/qc/manoirpapineau/visit/covid-19-info","en","Coronavirus (COVID-19) and your visit to Manoir Papineau National Historic Site - Manoir Papineau National Historic Site","false","Coronavirus (COVID-19) and your visit to Manoir Papineau National Historic Site","National Historic Sites","/en/lhn-nhs","Manoir Papineau National Historic Site","/en/lhn-nhs/qc/manoirpapineau","Plan your visit","/en/lhn-nhs/qc/manoirpapineau/visit","2020-03-26T00:00:00Z","2020-03-31T06:46:00.912Z",,"Parks Canada",,,"Learn how COVID-19 may affect your visit."
"http://surrey.rcmp-grc.gc.ca/ViewPage.action?contentId=63712&languageId=1&siteNodeId=2087","en","RCMP in British Columbia - Message from the BC RCMP about our response to the COVID-19 health pandemic","false",,"B.C.","/ViewPage.action?siteNodeId=14&languageId=1&contentId=-1","Newsroom","/ViewPage.action?siteNodeId=28&languageId=1&contentId=-1",,,"2020-03-26T00:00:00Z","2020-03-31T02:50:36.755Z",,"B.C.",,,"Message from the BC RCMP about our response to the COVID-19 health pandemic"
"https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/service-delivery/coronavirus/travel-restrictions.html","en","Travel restriction measures: COVID-19 program delivery","false","On this page; Travel restrictions affecting foreign nationals; Immediate family members; Travel restriction exemptions; Footnotes","Immigration, Refugees and Citizenship Canada","/en/immigration-refugees-citizenship.html","Corporate information","/en/immigration-refugees-citizenship/corporate.html","Publications and Manuals","/en/immigration-refugees-citizenship/corporate/publications-manuals.html","2020-03-26T00:00:00Z","2020-03-31T02:50:42.375Z","Immigration, Refugees and Citizenship Canada","GV Government and Politics; Policy; Immigration policy",,,"Program delivery update: COVID-19"
"https://www.canada.ca/en/health-canada/services/drugs-health-products/medical-devices/activities/announcements.html","en","Medical device announcements","false","COVID-19 announcements; Other medical device announcements","Departments and agencies","/en/government/dept.html","Health Canada","/en/health-canada.html","Drugs and Health Products","/en/health-canada/services/drugs-health-products.html","2020-03-26T00:00:00Z","2020-03-31T02:50:51.910Z","Health Canada","HE Health and Safety","general public","notices; navigation page","List of Health Canada notices and announcements related to medical devices"
"https://cihr-irsc.gc.ca/e/51926.html","en","DSEN Abstract: Effectiveness and safety of antiviral or antibody treatments for coronavirus - CIHR","false",,"Initiatives","50077.html","Drug Safety and Effectiveness Network","40269.html",,,"2020-03-26T00:00:00Z","2020-03-31T02:50:58.420Z",,"Initiatives; Medical research; Research grants; Funding; Drugs; Health care products; Pharmaceuticals; Information dissemination; Effectiveness; Networks; Product safety",,,
"https://www.canada.ca/en/employment-social-development/corporate/portfolio/labour.html","en","Labour Program","false","Follow:; Important notice: Service Canada offices are changing how you can access their services; Please read our latest notices:; Latest; Services and information; Most requested; Contact us; More information for; What we are doing; Corporate information; Features","Employment and Social Development Canada","/en/employment-social-development.html","ESDC Corporate information","/en/employment-social-development/corporate.html","ESDC Portfolio","/en/employment-social-development/corporate/portfolio.html","2020-03-26T00:00:00Z","2020-03-31T02:51:13.157Z","Employment and Social Development Canada","AG Agriculture",,"guidance","afdf"
"https://travel.gc.ca/destinations/slovakia","en","Travel advice and advisories for Slovakia","true","Official Global Travel Advisory; Risk level(s); Safety and security; Entry/exit requirements; Health; Laws & culture; Natural disasters & climate; Assistance","Travel","/","Destinations","/destinations",,,"2020-03-26T00:00:00Z","2020-03-31T02:51:17.368Z",,"Travel",,,"Travel Advice and Advisories from the Government of Canada for Slovakia"
"https://www.canada.ca/en/public-health/services/publications/diseases-conditions/reduce-spread-covid-19-wash-your-hands.html","en","Coronavirus disease (COVID-19): Reduce the spread of COVID-19 – Wash your hands","false",,"Health","/en/services/health.html","Diseases and conditions","/en/public-health/services/diseases.html","Coronavirus disease (COVID-19)","/en/public-health/services/diseases/coronavirus-disease-covid-19.html","2020-03-26T00:00:00Z","2020-03-31T02:49:49.403Z","Public Health Agency of Canada",,,"education and awareness","How to wash your hands properly to prevent or reduce the spread of COVID-19."
"https://travel.gc.ca/destinations/italy","en","Travel advice and advisories for Italy","true","Official Global Travel Advisory; Risk level(s); Safety and security; Entry/exit requirements; Health; Laws & culture; Natural disasters & climate; Assistance","Travel","/","Destinations","/destinations",,,"2020-03-26T00:00:00Z","2020-03-31T02:50:00.154Z",,"Travel",,,"Travel Advice and Advisories from the Government of Canada for Italy"
"https://www.canada.ca/en/public-health/services/publications/diseases-conditions/about-coronavirus-disease-covid-19.html","en","About coronavirus disease (COVID-19) infographic","false","What it is; Symptoms; Spread; Prevention; If you have symptoms","Health","/en/services/health.html","Diseases and conditions","/en/public-health/services/diseases.html","Coronavirus disease (COVID-19)","/en/public-health/services/diseases/coronavirus-disease-covid-19.html","2020-03-26T00:00:00Z","2020-03-31T02:50:01.645Z","Public Health Agency of Canada",,,"education and awareness","Information on and infographics about COVID-19 (coronavirus) including how it is spread, how to prevent the chances of getting it, symptoms and what to do if you have symptoms. Information available in multiple languages."
"https://www.canada.ca/en/employment-social-development/services/sin/apply.html","en","Social Insurance Number – Apply","false","Please read our latest notice:; 4. How to apply; Applying in person; Applying by mail","Employment and Social Development Canada","/en/employment-social-development.html","Social Insurance Number – Overview","/en/employment-social-development/services/sin.html",,,"2020-03-26T00:00:00Z","2020-03-31T02:52:04.825Z","Employment and Social Development Canada","PR Processes; Programs",,"program descriptions","Social Insurance Number – Apply"
"https://www.canada.ca/en/health-canada/services/drugs-health-products/medeffect-canada/what-new.html","en","What's New - MedEffect Canada","false",,"Departments and agencies","/en/government/dept.html","Health Canada","/en/health-canada.html","Drugs and Health Products","/en/health-canada/services/drugs-health-products.html","2020-03-26T00:00:00Z","2020-03-31T02:52:56.377Z","Health Canada","HE Health and Safety","general public","transparency - other","Lists latest additions to the MedEffect section of the Health Canada Web site"
"https://travel.gc.ca/destinations/honduras","en","Travel advice and advisories for Honduras","true","Official Global Travel Advisory; Risk level(s); Safety and security; Entry/exit requirements; Health; Laws & culture; Natural disasters & climate; Assistance","Travel","/","Destinations","/destinations",,,"2020-03-26T00:00:00Z","2020-03-31T02:52:27.619Z",,"Travel",,,"Travel Advice and Advisories from the Government of Canada for Honduras"
"https://www.canada.ca/en/services/transport.html","en","Transport and infrastructure","false","Follow:; Promotions; Services and information; Most requested; Features",,,,,,,"2020-03-26T00:00:00Z","2020-03-31T02:52:35.345Z","Transport Canada","TR Transport","general public","navigation page","Learn about the safe movement of people and goods by air, rail, road and water, as well as funding for infrastructure projects in Canada."
"https://www.canada.ca/en/indigenous-services-canada/news/2020/03/addressing-urgent-needs-in-indigenous-communities-related-to-covid-19.html","en","Addressing urgent needs in Indigenous communities related to COVID-19","false","News release; Quotes; Quick facts; Related products; Associated links; Contacts","Indigenous Services Canada","/en/indigenous-services-canada.html",,,,,"2020-03-26T00:00:00Z","2020-03-31T03:11:08.118Z","Indigenous Services Canada","SO Society and Culture","Aboriginal peoples; general public","news releases","Today, the Honourable Marc Miller, Minister of Indigenous Services outlined the details of the $305 million for the new distinctions-based Indigenous Community"
"https://www.canada.ca/en/health-canada/services/drugs-health-products/medeffect-canada/health-product-infowatch/published-newsletters.html","en","Index of Published Newsletters","false","On this page; The Health Product InfoWatch; Canadian Adverse Reaction Newsletters","Departments and agencies","/en/government/dept.html","Health Canada","/en/health-canada.html","Drugs and Health Products","/en/health-canada/services/drugs-health-products.html","2020-03-26T00:00:00Z","2020-03-31T03:11:21.539Z","Health Canada","HE Health and Safety","general public","navigation page","List of issues of, and articles published in, the Canadian Adverse Reaction Newsletter (CARN), one of Health Canada's sources of information regarding adverse reactions suspected to be associated with marketed health products"
