"URL","Language","Title","Has Alert","H2","Breadcrumb LVL2 Name","Breadcrumb LVL2 URL","Breadcrumb LVL3 Name","Breadcrumb LVL3 URL","Breadcrumb LVL4 Name","Breadcrumb LVL4 URL","Last Modified","Last Crawled","Author","dcterms.subject","dcterms.audience","dcterms.type","desc"
"https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/parrainer-membre-famille/parrainer-parents-grands-parents/vous-souhaitez-parrainer-parent-grand-parent.html","fr","Parrainer vos parents et vos grands-parents : présenter le formulaire Intérêt pour le parrainage","false","En vedette; Le formulaire Intérêt pour le parrainage de 2019 n’est pas accessible pour le moment.","Immigration et citoyenneté","/fr/services/immigration-citoyennete.html","Immigrer au Canada","/fr/immigration-refugies-citoyennete/services/immigrer-canada.html","Parrainer les membres de votre famille pour qu’ils immigrent au Canada","/fr/immigration-refugies-citoyennete/services/immigrer-canada/parrainer-membre-famille.html","2020-03-27T00:00:00Z","2020-03-31T02:54:09.222Z","Immigration, Réfugiés et Citoyenneté Canada","GV Gouvernement et vie politique; Politique; Politique d'immigration","grand public","descriptions de services","Indiquez-nous que vous souhaitez parrainer vos parents et grands-parents en nous présentant le formulaire en ligne Intérêt pour le parrainage."
"https://www.inspection.gc.ca/covid-19/les-plus-recents-messages-ministeriels-a-l-intenti/fra/1584313411238/1584313459220","fr","Les plus récents messages ministériels à l'intention de tous les employés d'ACIA - Agence canadienne d'inspection des aliments","false","Sur cette page; Changements apportés au courriel @Canada et les mots de passe Windows; Merci de votre service; Modifications temporaires au Régime de soins de santé de la fonction publique; Mise à jour au sujet du COVID-19 – le 23 mars; Mise à jour au sujet du COVID-19 – le 20 mars; Mise à jour de l'ACIA quant au COVID-19; Alerte - Campagne de maliciel – COVID-19; Vous travaillez à domicile ? Limitez votre utilisation de l'accès à distance sécurisé; Travail à domicile : Lignes directrices à suivre en matière de TI; Mise à jour sur COVID-19 – Congés et modalités de travail; Mise à jour au sujet du COVID-19; Mise à jour au sujet du nouveau coronavirus 2019; Renseignements au sujet du nouveau coronavirus 2019","Agence canadienne d'inspection des aliments","/fra/1297964599443/1297965645317","COVID-19","/covid-19/fra/1584729805758/1584729899016",,,"2020-03-27T00:00:00Z","2020-03-31T02:59:54.259Z",,"communications gouvernementales,droit commercial,indicateur de santé,information gouvernementale,sécurité,soins de santé","éducateurs; entreprises; gouvernement; grand public; média; Scientifiques","matériel de référence","Étant donné le nombre croissant de cas de coronavirus (COVID-19) signalés dans le monde, nous voulions vous donner une mise à jour de la situation."
"https://www.canada.ca/fr/affaires-mondiales/nouvelles/2020/03/declaration-au-sujet-de-la-mise-en-place-de-la-procedure-provisoire-multipartite-permettant-dexaminer-en-appel-des-differends-commerciaux-par-linte.html","fr","Déclaration au sujet de la mise en place de la procédure provisoire multipartite permettant d’examiner en appel des différends commerciaux par l’intermédiaire de l’OMC","false","Déclaration; Produits connexes; Personnes-ressources","Affaires mondiales Canada","/fr/affaires-mondiales.html",,,,,"2020-03-27T00:00:00Z","2020-03-31T02:58:40.410Z","Affaires mondiales Canada","EC Économie et industrie; Commerce; Commerce extérieur","grand public; médias","déclarations","La pandémie de la COVID-19 constitue un défi mondial qui perturbe la façon dont les entreprises mènent leurs activités au Canada et dans le monde entier. En cette période extraordinaire, le gouvernement du Canada prend des mesures énergiques pour offrir aux entreprises canadiennes du soutien et de la stabilité, notamment en renforçant le système commercial fondé sur des règles, avec l’Organisation mondiale du commerce [OMC] comme étant la pierre angulaire."
"https://www.canada.ca/fr/immigration-refugies-citoyennete/services/citoyennete-canadienne/devenir-citoyen-canadien/presenter-demande.html","fr","Demander la citoyenneté : Comment présenter une demande","true","Sur cette page; Se procurer une trousse de demande; Payer les frais; Présenter la demande; Présenter une demande de citoyenneté urgente; Questions les plus posées sur la citoyenneté canadienne; En vedette","Immigration et citoyenneté","/fr/services/immigration-citoyennete.html","Citoyenneté canadienne","/fr/immigration-refugies-citoyennete/services/citoyennete-canadienne.html","Présenter une demande de citoyenneté canadienne","/fr/immigration-refugies-citoyennete/services/citoyennete-canadienne/devenir-citoyen-canadien.html","2020-03-27T00:00:00Z","2020-03-31T02:58:49.853Z","Immigration, Réfugiés et Citoyenneté Canada","GV Gouvernement et vie politique; Politique; Politique d'immigration","grand public","début d'un service","Demander la citoyenneté : Comment présenter une demande"
"https://www.pc.gc.ca/fr/pn-np/sk/princealbert","fr","Parc national de Prince Albert","false",,"Parcs nationaux","/fr/pn-np",,,,,"2020-03-27T00:00:00Z","2020-03-31T03:01:02.218Z",,"Parcs Canada",,,"Cette page de l'introduction Parc national du Canada de Prince Albert fourni des liens merveilles naturelles et trésors culturels, information aux visiteurs, histoire, centre d'accueil, autres lieux et autres liens"
"https://www.international.gc.ca/world-monde/international_relations-relations_internationales/information_development_partners-information_partenaires_developpement.aspx?lang=fra","fr","Information à l’intention des partenaires canadiens de développement international","false","Rapatriement des employés travaillant sur des projets et des membres de leur famille, des bénévoles et des stagiaires; Informez-vous sur les mesures prises par Affaires mondiales Canada pour aider les partenaires de développement international; Liens connexes (COVID-19)","Canada et le monde","http://international.gc.ca/world-monde/index.aspx?lang=fra","Relations internationales du Canada","http://international.gc.ca/world-monde/international_relations-relations_internationales/index.aspx?lang=fra","Partenariats et organisations","http://international.gc.ca/world-monde/international_relations-relations_internationales/partnerships_organizations-partenariats_organisations.aspx?lang=fra","2020-03-27T00:00:00Z","2020-03-31T03:00:27.045Z",,"Partenariat, Organisation",,,"Le gouvernement du Canada reconnaît que la pandémie de la maladie à coronavirus (COVID-19) présente des défis tout à fait particuliers pour les partenaires canadiens de développement international. Le gouvernement s’engage à communiquer de l’information et à offrir du soutien à ses partenaires, ainsi qu’à mettre en commun des ressources pour les aider à traverser cette période d’incertitude."
"https://www.justice.gc.ca/fra/cv/author.html","fr","Autorités sanitaires locales, provinciales et territoriales - Ressources pour les employés du ministère de la Justice : maladie à coronavirus (COVID-19)","false","Yukon; Territoires du Nord-Ouest; Nunavut; Colombie-Britannique (disponible en anglais seulement); Alberta (disponible en anglais seulement); Saskatchewan; Manitoba; Ontario; Québec; Nouveau-Brunswick; Île-du-Prince-Édouard; Nouvelle-Écosse; Terre-Neuve-et-Labrador","Contactez-nous","/fra/contact/index.html","COVID-19","/fra/cv/index.html",,,"2020-03-27T00:00:00Z","2020-03-31T03:00:27.263Z",,"French subject terms / Termes de sujet en français",,,"Autorités sanitaires locales, provinciales et territoriales - Ressources pour les employés du ministère de la Justice : maladie à coronavirus (COVID-19)"
"https://www.pc.gc.ca/fr/pn-np/nu/quttinirpaaq/securite-safety","fr","Sécurité des visiteurs - Parc national Quttinirpaaq","true","Sécurité des visiteurs","Parcs nationaux","/fr/pn-np","Parc national Quttinirpaaq","/fr/pn-np/nu/quttinirpaaq",,,"2020-03-27T00:00:00Z","2020-03-31T03:00:54.874Z",,"Parcs Canada",,,"Quttinirpaaq est le parc national le plus au nord du monde. Pour visiter le parc, il est essentiel d’être autonome et expérimenté. Vous pouvez y voyager en solo, mais la plupart des visiteurs arrivent accompagnés d’un pourvoyeur pour une ou deux semaines d’activités de plein air. Le choix est vaste : randonnée, ski, escalade de montagne ou traversée de calottes glaciaires et de glaciers."
"https://www.pc.gc.ca/fr/pn-np/nu/sirmilik/visit","fr","Planifiez votre visite - Parc national Sirmilik","true","Planifiez votre visite","Parcs nationaux","/fr/pn-np","Parc national Sirmilik","/fr/pn-np/nu/sirmilik",,,"2020-03-27T00:00:00Z","2020-03-31T03:00:55.378Z",,"Parcs Canada",,,"Le parc national Sirmilik est réparti sur 22 000 km2 de la côte nord-est de l’île de Baffin. Il est divisé en trois parties : l’île Bylot, la baie Oliver et la péninsule Borden. La richesse de sa faune assure sa renommée : depuis les lemmings et les ours polaires jusqu’aux baleines et à plus de 70 espèces d’oiseaux. Sirmilik est l’un des parcs les plus accessibles du Nunavut."
"https://www.pc.gc.ca/fr/pn-np/sk/grasslands","fr","Parc national des Prairies","true",,"Parcs nationaux","/fr/pn-np",,,,,"2020-03-27T00:00:00Z","2020-03-31T03:01:01.039Z",,"Parcs Canada",,,"Laissez vous inspirer par le paysage à perte de vue durant votre aventure au parc national des Prairies."
"https://www.pc.gc.ca/fr/lhn-nhs/qc/cartierbrebeuf/visit/covid-19-info","fr","La maladie à coronavirus (COVID-19) et votre visite au lieu historique national Cartier-Brébeuf - Lieu historique national Cartier-Brébeuf","false","La maladie à coronavirus (COVID-19) et votre visite au lieu historique national Cartier-Brébeuf","Lieux historiques nationaux","/fr/lhn-nhs","Lieu historique national Cartier-Brébeuf","/fr/lhn-nhs/qc/cartierbrebeuf","Planifiez votre visite","/fr/lhn-nhs/qc/cartierbrebeuf/visit","2020-03-27T00:00:00Z","2020-03-31T03:00:38.077Z",,"Parcs Canada",,,"Comment la COVID-19 peut affecter votre visite."
"https://www.pc.gc.ca/fr/lhn-nhs/qc/levis/visit/covid-19-info","fr","La maladie à coronavirus (COVID-19) et votre visite au lieu historique national des Forts-de-Lévis - Lieu historique national des Forts-de-Lévis","false","La maladie à coronavirus (COVID-19) et votre visite au lieu historique national des Forts-de-Lévis","Lieux historiques nationaux","/fr/lhn-nhs","Lieu historique national des Forts-de-Lévis","/fr/lhn-nhs/qc/levis","Planifiez votre visite","/fr/lhn-nhs/qc/levis/visit","2020-03-27T00:00:00Z","2020-03-31T03:00:38.298Z",,"Parcs Canada",,,"Comment la COVID-19 peut affecter votre visite."
"https://www.pc.gc.ca/fr/pn-np/bc/kootenay/visit/covid-19-info","fr","La maladie à coronavirus (COVID-19) et votre visite au parc national Kootenay - Parc national Kootenay","false","La maladie à coronavirus (COVID-19) et votre visite au parc national Kootenay","Parcs nationaux","/fr/pn-np","Parc national Kootenay","/fr/pn-np/bc/kootenay","Planifiez votre visite","/fr/pn-np/bc/kootenay/visit","2020-03-27T00:00:00Z","2020-03-31T03:00:45.639Z",,"Parcs Canada",,,"Comment la COVID-19 peut affecter votre visite."
"https://www.canada.ca/fr/agence-revenu/services/impot/particuliers/programme-communautaire-benevoles-matiere-impot.html","fr","Comptoirs d'impôts gratuits","false","Services et renseignements","Impôts","/fr/services/impots.html","Impôt sur le revenu","/fr/services/impots/impot-sur-le-revenu.html","Impôt sur le revenu des particuliers","/fr/services/impots/impot-sur-le-revenu/impot-sur-le-revenu-des-particuliers.html","2020-03-26T00:00:00Z","2020-03-31T06:01:57.516Z","Agence du revenu du Canada",,"grand public","descriptions de services","Programme communautaire des bénévoles en matière d'impôt (PCBMI), de l’aide de comptoirs de préparation des declarations, obtenir de l'aide pour préparer vos impôts, devenez bénévole à un comptoir de préparation des declarations, offrez vos services pour mettre sur pied et tenir des comptoirs gratuits de préparation des declarations, trouvez un comptoir de préparation des déclarations"
"https://www.canada.ca/fr/agence-revenu/services/impot/particuliers/programme-communautaire-benevoles-matiere-impot/donnez-coup-main-organismes-communautaires.html","fr","Tenez un comptoir d'impôts gratuit","false","Sur cette page; À propos des comptoirs d'impôts gratuits; Fonctionnement du Programme communautaire des bénévoles en matière d'impôt; Comment inscrire votre organisme; Renseignements supplémentaires","Impôts","/fr/services/impots.html","Impôt sur le revenu","/fr/services/impots/impot-sur-le-revenu.html","Impôt sur le revenu des particuliers","/fr/services/impots/impot-sur-le-revenu/impot-sur-le-revenu-des-particuliers.html","2020-03-26T00:00:00Z","2020-03-31T06:02:49.420Z","Agence du revenu du Canada",,"grand public","descriptions de services","Renseignements sur comment devenir un partenaire communautaire du Programme communautaire des bénévoles enmatière d'impôt de l'ARC, tenez un comptoir d'impôts gratuit"
"https://www.canada.ca/fr/secretariat-conseil-tresor.html","fr","Secrétariat du Conseil du Trésor du Canada","false","Suivez :; Dernières nouvelles; En demande; Contactez-nous; Services et renseignements; Ce que nous faisons; Renseignements sur l’organisation; En vedette",,,,,,,"2020-03-26T00:00:00Z","2020-03-31T06:02:53.314Z","Secrétariat du Conseil du Trésor du Canada",,,"page de navigation - profil institutionnel","Le Secrétariat du Conseil du Trésor du Canada fournit des conseils et des recommandations au comité de ministres du Conseil du Trésor sur la façon dont le gouvernement investit dans les programmes et les services, ainsi que sur la façon dont il en assure la réglementation et la gestion. Le Secrétariat aide à faire en sorte que l’argent des contribuables soit utilisé de manière judicieuse et effica"
"https://voyage.gc.ca/assistance/ambassades-consulats/slovenie","fr","Ambassades et consulats | Slovénie","false",,"Voyage","/","Assistance à l'étranger","/assistance","Ambassades et consulats","/assistance/ambassades-consulats","2020-03-26T00:00:00Z","2020-03-31T06:03:11.498Z",,"Voyages",,,"Ambassades et consulats pour le Gouvernement du Canada."
"https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/medeffet-canada/infovigilance-produits-sante.html","fr","InfoVigilance sur les produits de santé","false","Suivez :; Dernier numéro; Au sujet de l'InfoVigilance sur les produits de santé; S'abonner à l'InfoVigilance sur les produits de santé; Index des numéros publiés de l'InfoVigilance sur les produits de santé et du Bulletin canadien des effets indésirables; Communiquer avec l'équipe de rédaction de l'InfoVigilance sur les produits de santé","Ministères et organismes","/fr/gouvernement/min.html","Santé Canada","/fr/sante-canada.html","Médicaments et produits de santé","/fr/sante-canada/services/medicaments-produits-sante.html","2020-03-26T00:00:00Z","2020-03-31T06:36:56.498Z","Santé Canada","HE Santé et sécurité","grand public","alertes","InfoVigilance sur les produits de santé de Santé Canada qui fournit des renseignements factuels au sujet d'effets indésirables graves ou imprévus soupçonnés d'être associés aux médicaments, aux produits de santé naturels ou aux instruments médicaux"
"https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/medeffet-canada/quoi-neuf.html","fr","Quoi de neuf - MedEffet Canada","false",,"Ministères et organismes","/fr/gouvernement/min.html","Santé Canada","/fr/sante-canada.html","Médicaments et produits de santé","/fr/sante-canada/services/medicaments-produits-sante.html","2020-03-26T00:00:00Z","2020-03-31T06:36:50.302Z","Santé Canada","HE Santé et sécurité","grand public","transparence - autres","Liste des mises à jour de la section MedEffect du site Web de Santé Canada"
"https://www.canada.ca/fr/sante-publique/nouvelles/2020/03/des-fonctionnaires-du-gouvernement-du-canada-tiendront-une-conference-de-presse-sur-la-maladie-a-coronavirus-covid-191.html","fr","Des fonctionnaires du gouvernement du Canada tiendront une conférence de presse sur la maladie à coronavirus (COVID-19)","false","Avis aux médias; Date; Heure; Lieu; Renseignements aux médias :","Agence de la santé publique du Canada","/fr/sante-publique.html",,,,,"2020-03-26T00:00:00Z","2020-03-31T06:43:07.563Z","Agence de la santé publique du Canada","HE Santé et sécurité","médias","avis aux médias","Des fonctionnaires du gouvernement du Canada tiendront une conférence de presse sur la maladie à coronavirus (COVID-19)"
"https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2019-2020/semaine-12-terminant-21-mars-2020.html","fr","Rapport de virus des voies respiratoires, semaine 12 : se terminant le 21 mars 2020","false","Sur cette page; Détection and isolement de virus des voies respiratoires; Nombre de tests de laboratoire positifs pour les autres virus respiratoires; Détection du virus grippal au Canada; Détection du virus respiratoire syncytial; Détection du virus parainfluenza; Détection du virus adénovirus; Détection du métapneumovirus humain; Détection du virus entérovirus/rhinovirus; Détection du virus coronavirus","Santé","/fr/services/sante.html","Maladies et affections","/fr/sante-publique/services/maladies.html","Grippe (influenza) : Symptômes et traitement","/fr/sante-publique/services/maladies/grippe-influenza.html","2020-03-26T00:00:00Z","2020-03-31T06:42:25.472Z","Agence de la santé publique du Canada",,,"ensembles de données","Données du programme de Surveillance et de détection de virus des voies respiratoires provenant des laboratoires canadiens sur le nombre de tests et de tests qui s'avèrent positifs pour l’influenza et autres virus respiratoires pour la semaine se terminant le 21 mars 2020."
"https://www.pc.gc.ca/fr/lhn-nhs/bc/georgia","fr","Lieu historique national Gulf of Georgia Cannery","true",,"Lieux historiques nationaux","/fr/lhn-nhs",,,,,"2020-03-26T00:00:00Z","2020-03-31T06:46:38.899Z",,"Parcs Canada",,,"Trouvez des renseignements sur les lieux nationaux historiques, les parcs nationaux, les aires de conservation marines du Canada et sur autres sujets reliés au patrimoine culturel et naturel."
"https://www.international.gc.ca/country-pays/us-eu/new_york.aspx?lang=fra","fr","Consulat général du Canada aux États-Unis à New York","true","Maladie à coronavirus (COVID-19); Adresse; Suivez:; Liens connexes; Services et renseignements; Demandes de renseignements générales; Services consulaires; Relations avec les médias; Services de commerce et d’investissement; Services de visas et d’immigration","Le Canada et le monde","http://international.gc.ca/world-monde/index.aspx?lang=fra","Information par pays et territoires","http://international.gc.ca/world-monde/country-pays/index.aspx?lang=fra","Le Canada et les États-Unis","https://www.international.gc.ca/country-pays/us-eu/index.aspx?lang=fra","2020-03-26T00:00:00Z","2020-03-31T06:46:33.186Z",,"Affaires étrangères, Commerce extérieur, Développement international",,,
"https://www.pc.gc.ca/fr/lhn-nhs/bc/georgia/activ","fr","Activités et expériences - Lieu historique national Gulf of Georgia Cannery","true","Activités et expériences","Lieux historiques nationaux","/fr/lhn-nhs","Lieu historique national Gulf of Georgia Cannery","/fr/lhn-nhs/bc/georgia",,,"2020-03-26T00:00:00Z","2020-03-31T06:46:39.904Z",,"Parcs Canada",,,"Renseignements sur les activités et activités spéciales au Lieu historique national Gulf of Georgia Cannery."
"https://www.pc.gc.ca/fr/lhn-nhs/qc/saintmaurice/visit/covid-19-info","fr","La maladie à coronavirus (COVID-19) et votre visite au Lieu historique national des Forges-du-Saint-Maurice - Lieu historique national des Forges-du-Saint-Maurice","false","La maladie à coronavirus (COVID-19) et votre visite au Lieu historique national des Forges-du-Saint-Maurice","Lieux historiques nationaux","/fr/lhn-nhs","Lieu historique national des Forges-du-Saint-Maurice","/fr/lhn-nhs/qc/saintmaurice","Planifiez votre visite","/fr/lhn-nhs/qc/saintmaurice/visit","2020-03-26T00:00:00Z","2020-03-31T06:46:47.937Z",,"Parcs Canada",,,"Comment la COVID-19 peut affecter votre visite."
"https://www.pc.gc.ca/fr/pn-np/bc/pacificrim/activ","fr","Activités et expériences - Réserve de parc national Pacific Rim","true","Activités et expériences","Parcs nationaux","/fr/pn-np","Réserve de parc national Pacific Rim","/fr/pn-np/bc/pacificrim",,,"2020-03-26T00:00:00Z","2020-03-31T06:46:54.491Z",,"Parcs Canada",,,"Renseignements sur les activités et activités spéciales dans la réserve de parc national Pacific Rim."
"https://www.pc.gc.ca/fr/pn-np/mb/riding","fr","Parc national du Mont-Riding","false",,"Parcs nationaux","/fr/pn-np",,,,,"2020-03-26T00:00:00Z","2020-03-31T06:46:54.695Z",,"Parcs Canada",,,"Cette page de l'introduction Parc national du Canada du Mont-Riding fourni des liens merveilles naturelles et trésors culturels, information aux visiteurs, réservations des emplacements de camping, historique national du Centre-d'Inscription-de-l'Entrée-Est, centre d'accueil, autres lieux et autres liens"
"https://www.canada.ca/fr/emploi-developpement-social/services/travail-partage/processus-examen.html","fr","processus","false","Veuillez lire nos plus récents avis :; 3. Processus d'examen; Guides et aide","Emploi et Développement social Canada","/fr/emploi-developpement-social.html","Travail partagé","/fr/emploi-developpement-social/services/travail-partage.html",,,"2020-03-26T00:00:00Z","2020-03-31T06:03:25.245Z","Emploi et Développement social Canada","PR Liens et fonctions; Programme",,"description de programme","Work-Sharing"
"https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/medicaments/annonces/arrete-urgence-importation-vente-instruments-medicaux-covid-19/document-applications-dispositifs-medicaux.html","fr","Demandes relatives aux instruments médicaux visés par l’arrêté d’urgence pour leur utilisation à l’égard de la COVID-19 - Ligne directrice","false","Avant-propos; Tables des matières; 1. Introduction; 2. Directives sur la mise en œuvre; Annexes","Ministères et organismes","/fr/gouvernement/min.html","Santé Canada","/fr/sante-canada.html","Médicaments et produits de santé","/fr/sante-canada/services/medicaments-produits-sante.html","2020-03-26T00:00:00Z","2020-03-31T02:51:06.564Z","Santé Canada",,,"lignes directrices","À l’appui de l’Arrêté d’urgence concernant l’importation et la vente d’instruments médicaux destinés à être utilisés à l’égard de la COVID-19 conformément au paragraphe 30.1(1) de la Loi sur les aliments et drogues."
"https://www.canada.ca/fr/sante-publique/services/publications/maladies-et-affections/evitez-propagation-du-covid-19-lavez-vos-mains.html","fr","Maladie à coronavirus (COVID-19) : Évitez la propagation de la COVID-19 – Lavez vos mains","false",,"Santé","/fr/services/sante.html","Maladies et affections","/fr/sante-publique/services/maladies.html","Maladie à coronavirus (COVID-19)","/fr/sante-publique/services/maladies/maladie-coronavirus-covid-19.html","2020-03-26T00:00:00Z","2020-03-31T02:49:48.985Z","Agence de la santé publique du Canada",,,"éducation et sensibilisation","Comment se laver les mains correctement pour prévenir ou réduire la propagation de la COVID-19."
"https://www.canada.ca/fr/sante-publique/services/publications/maladies-et-affections/covid-19-comment-isoler-chez-soi.html","fr","Maladie à coronavirus (COVID-19) : Comment s’isoler chez soi en cas de COVID-19","false","Limiter les contacts avec d’autres personnes; Gardez vos mains propres; Éviter de contaminer les objets et surfaces communs; Prenez soin de vous; Fournitures à avoir chez soi pendant l’isolement","Santé","/fr/services/sante.html","Maladies et affections","/fr/sante-publique/services/maladies.html","Maladie à coronavirus (COVID-19)","/fr/sante-publique/services/maladies/maladie-coronavirus-covid-19.html","2020-03-26T00:00:00Z","2020-03-31T02:52:25.189Z","Agence de la santé publique du Canada",,,"éducation et sensibilisation","Vous isoler signifie rester à la maison lorsque vous êtes atteint de la COVID-19. Éviter tout contact avec d’autres personnes afin de prévenir la propagation. Prenez les étapes suivantes si vous avez reçu un diagnostic de COVID-19."
"https://www.canada.ca/fr/emploi-developpement-social/services/travail-partage.html","fr","Travail partagé","false","Veuillez lire nos plus récents avis :; 1. Aperçu; Présentez une demande maintenant; Guides et aide","Emploi et Développement social Canada","/fr/emploi-developpement-social.html",,,,,"2020-03-26T00:00:00Z","2020-03-31T02:52:27.312Z","Emploi et Développement social Canada","PR Liens et fonctions; Programme",,"description de programme","Work-Sharing"
"https://voyage.gc.ca/destinations/slovenie","fr","Conseils et avertissements pour Slovénie","true","Avertissement officiel global aux voyageurs; Niveau(x) de risque; Sécurité; Exigences d'entrée et de sortie; Santé; Lois et coutumes; Catastrophes naturelles et climat; Assistance","Voyage","/","Destinations","/destinations",,,"2020-03-26T00:00:00Z","2020-03-31T02:52:06.159Z",,"Voyages",,,"Conseils aux voyageurs et avertissements officiels du gouvernement du Canada pour la Slovénie"
"https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/medeffet-canada/infovigilance-produits-sante/mars-2020.html","fr","InfoVigilance sur les produits de santé, mars 2020","false","Contenu; Produits de santé mentionnés dans ce numéro; Annonces; Récapitulatif mensuel des renseignements sur l'innocuité des produits de santé; Nouveaux renseignements sur l'innocuité des produits de santé; Portée; Liens utiles; Des suggestions?; Droit d'auteur","Ministères et organismes","/fr/gouvernement/min.html","Santé Canada","/fr/sante-canada.html","Médicaments et produits de santé","/fr/sante-canada/services/medicaments-produits-sante.html","2020-03-26T00:00:00Z","2020-03-31T02:51:47.744Z","Santé Canada",,,"éducation et sensibilisation","Fournit aux professionnels de la santé des renseignements cliniquement utiles sur l’innocuité des produits pharmaceutiques, des produits biologiques, des matériels médicaux et des produits de santé naturels."
"https://www.canada.ca/fr/emploi-developpement-social/services/numero-assurance-sociale/apres-demande.html","fr","Numéro d'assurance sociale – Après avoir reçu votre numéro d’assurance sociale","false","Veuillez lire notre plus récent avis :; 5. Après avoir reçu votre numéro d'assurance sociale (NAS)","Emploi et Développement social Canada","/fr/emploi-developpement-social.html","Numéro d'assurance sociale – Aperçu","/fr/emploi-developpement-social/services/numero-assurance-sociale.html",,,"2020-03-26T00:00:00Z","2020-03-31T02:55:30.296Z","Emploi et Développement social Canada","PR Liens et fonctions; Programme",,"description de programme","Social Insurance Number – After you receive your SIN"
"https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/instruments-medicaux/information-demandes/lignes-directrices.html","fr","Lignes directrices – Instruments médicaux","false","Frais pour les instruments médicaux; Directives : Matériels médicaux; Matériels médicaux : Groupe de travail traitant de l'harmonization globale","Ministères et organismes","/fr/gouvernement/min.html","Santé Canada","/fr/sante-canada.html","Médicaments et produits de santé","/fr/sante-canada/services/medicaments-produits-sante.html","2020-03-26T00:00:00Z","2020-03-31T02:55:38.536Z","Santé Canada","HE Santé et sécurité","grand public","page de navigation; lignes directrices","Documents d'orientation de Santé Canada sur la façon de remplir les demandes d'homologation requises pour pouvoir vendre un matériel médical au Canada"
"https://www.canada.ca/fr/emploi-developpement-social.html","fr","Emploi et Développement social Canada","false","Suivez:; Avis important : Les bureaux de Service Canada ont changé la façon dont vous pouvez accéder leurs services; Veuillez lire nos plus récents avis :; Nouveautés; Services et renseignements; En demande; Contactez-nous; Autres renseignements pour les; Ce que nous faisons; Organismes du portefeuille; Renseignements organisationnels; En vedette",,,,,,,"2020-03-26T00:00:00Z","2020-03-31T02:54:58.673Z","Emploi et Développement social Canada","GV Gouvernement et vie politique",,"page de navigation - profil institutionnel","Apprenez-en sur les programmes sociaux et sur les services qu'EDSC développe, gère et délivre aux canadiens.  Retrouvez-y les derniers communiqués de presse, les lois, les règlements, les rapports, les consultations et les informations de contact pour EDSC."
"http://www.rcmp-grc.gc.ca/fr/armes-a-feu","fr","Armes à feu | Gendarmerie royale du Canada","false","Services en ligne; Sujets; Points saillants; Liens rapides",,,,,,,"2020-03-26T00:00:00Z","2020-03-31T02:53:57.848Z",,"Gendarmerie royale du Canada, Service de police",,,
"https://www.inspection.gc.ca/covid-19/les-dernieres-mises-a-jour-pour-les-employe-e-s-de/que-faire-si-vous-avez-des-symptomes-de-covid-19/fra/1584893170163/1584893225508","fr","Que faire si vous avez des symptômes de COVID-19 - Agence canadienne d'inspection des aliments","false","Responsabilités des superviseurs/gestionnaires; Responsabilités des employés; Renseignements médicaux requis sur le diagnostic de COVID-19; Congé pour les employés présentant des symptômes de COVID-19; Responsabilité partagée de maintenir un milieu de travail sécuritaire et sain; Informer la Structure de commandement des interventions de la région et autres contacts importants","Agence canadienne d'inspection des aliments","/fra/1297964599443/1297965645317","COVID-19","/covid-19/fra/1584729805758/1584729899016","Les dernières mises à jour pour les employé(e)s de l'ACIA","/covid-19/les-dernieres-mises-a-jour-pour-les-employe-e-s-de/fra/1584308233314/1584308415905","2020-03-26T00:00:00Z","2020-03-31T02:59:54.024Z",,"communications,communications gouvernementales,indicateur de santé,information gouvernementale,sécurité,soins de santé","éducateurs; entreprises; gouvernement; grand public; média; Scientifiques","matériel de référence","Si vous présentez des symptômes de la COVID-19, vous et votre gestionnaire avez des responsabilités."
"https://www.canada.ca/fr/sr/srb/sra.html","fr","Recherche avancée","false",,"Recherche de base","/fr/sr/srb.html",,,,,"2020-03-26T00:00:00Z","2020-03-31T02:58:48.846Z","Service Canada","IN Information et communication; Information; Information gouvernementale",,"page de navigation","Effectuer une recherche sur tous les sites Web du gouvernement du Canada."
"https://www.pc.gc.ca/fr/pn-np/mb/riding/visit/covid-19-info","fr","La maladie à coronavirus (COVID-19) et votre visite au parc national du Mont-Riding - Parc national du Mont-Riding","false","La maladie à coronavirus (COVID-19) et votre visite au parc national du Mont-Riding","Parcs nationaux","/fr/pn-np","Parc national du Mont-Riding","/fr/pn-np/mb/riding","Planifiez votre visite","/fr/pn-np/mb/riding/visit","2020-03-26T00:00:00Z","2020-03-31T03:00:46.593Z",,"Parcs Canada",,,"Comment la COVID-19 peut affecter votre visite."
"https://www.pc.gc.ca/fr/lhn-nhs/bc/fortroddhill","fr","Lieux historiques nationaux Fort Rodd Hill et du Phare-de-Fisgard","true",,"Lieux historiques nationaux","/fr/lhn-nhs",,,,,"2020-03-26T00:00:00Z","2020-03-31T03:00:32.447Z",,"Parcs Canada",,,"Trouvez des renseignements sur les lieux nationaux historiques, les parcs nationaux, les aires de conservation marines du Canada et sur autres sujets reliés au patrimoine culturel et naturel."
